loc,scientific.name,spp,tree,easting,northing,lat,lon,dbh.in,dwtot.lb
KF,Ulmus americana,AE,3,634889,4691715,42.36601177893629,-85.36185218737272,6.5,210.795437
KF,Ulmus americana,AE,4,634944,4691799,42.366758436452535,-85.36116484947587,10.1,846.0413142
AD,Ulmus americana,AE,8,627934,4667881,42.15261099349271,-85.45154577841474,9.7,480.2241645
TG,Tilia americana,BA,2,297676,4708569,42.5030398759474,-83.46242905706137,26.4,5698.152625
TG,Tilia americana,BA,3,297664,4708568,42.5030277412457,-83.46257462124551,18.6,2252.719599
TG,Tilia americana,BA,4,297667,4708570,42.50304652063644,-83.46253884850978,10.9,524.2081761
TG,Tilia americana,BA,5,297739,4708452,42.50200362980385,-83.46162166749026,11.6,845.4452573
TG,Tilia americana,BA,6,297928,4708407,42.50164810799543,-83.45930762246064,21.9,3565.111467
TG,Tilia americana,BA,7,298016,4708407,42.50167107841839,-83.45823758126177,24.2,4671.142792
TG,Tilia americana,BA,8,298032,4708426,42.5018462076954,-83.45804972866131,16.7,1473.150679
TG,Tilia americana,BA,10,297394,4708087,42.49862929734221,-83.46568760347225,19.6,2836.013565
TG,Tilia americana,BA,11,297841,4708408,42.50163438634767,-83.46036585585765,14.5,1526.516724
TG,Tilia americana,BA,13,297829,4708390,42.5014692958564,-83.46050541619135,8.9,290.9268369
