loc,plot,tree.no,spp1,dbh.in
LC,233,7,WC,16.1
LC,233,9,RM,10.1
LC,233,10,RM,2.7
LC,233,11,TA,11
MC,234,1,WO,4
MC,235,1,WO,27.2
MC,235,2,RM,4.8
MC,235,3,RM,5.7
MC,235,4,WO,19.3
MC,235,5,RM,4.3
MC,235,6,RM,4.6
MC,235,8,SM,4.6
MC,236,1,TP,23.3
MC,236,2,BC,9.7
MC,236,3,BC,5.2
MC,237,1,WO,16.4
MC,237,2,BC,12.6
MC,237,3,RM,8.3
MC,237,4,BC,4.8
MC,237,5,BC,4
MC,237,6,BC,5
MC,237,7,BC,4.1
MC,237,8,RO,17.2
MC,237,9,BC,5.4
MC,238,1,WO,17.9
MC,238,2,BC,4.2
MC,238,3,RM,5.9
MC,238,5,BC,4.3
MC,238,6,RM,8.5
MC,238,7,BC,12.6
MC,238,8,BC,6.6
MC,238,9,BC,16.6
MC,238,10,BC,6.5
MC,239,1,WO,13.5
MC,239,3,BC,6.2
MC,239,6,RM,4.3
MC,239,7,RO,9.6
MC,239,8,RO,10.3
MC,240,1,WO,5.9
MC,240,2,BC,10.6
MC,240,3,RM,6.2
MC,240,5,BC,17.5
MC,240,9,BC,7.8
MC,240,11,RO,24.1
MC,241,1,WO,19.3
MC,241,4,BC,4.7
MC,241,5,BC,5.2
MC,242,1,WO,21.3
MC,242,4,BC,4.9
MC,243,1,WO,11
MC,243,2,BC,4.7
MC,244,1,WO,11.3
MC,244,2,RM,4
MC,244,3,RM,7.6
MC,244,4,RM,5
MC,244,5,WO,5.7
MC,245,1,WO,2.5
MC,245,2,RM,4.5
MC,245,3,RM,8.3
MC,245,5,BC,15.6
MC,245,9,BC,11.3
MC,246,1,WO,31.5
MC,246,2,WO,23.9
MC,246,3,BC,6.8
MC,246,4,BC,10.3
MC,247,1,WO,29.2
MC,247,2,WP,9.8
MC,247,3,WP,9.9
MC,247,4,RM,5.8
MC,247,5,WP,9.8
MC,247,6,RM,7.5
MC,247,7,WP,7.1
MC,247,8,RM,8.3
MC,247,9,WP,9.1
MC,247,10,WP,9.6
MC,247,11,WO,18.9
MC,247,12,WP,4.8
MC,247,13,WP,7
MC,248,1,WO,25.4
MC,248,2,BC,8.1
ASGA,249,1,WP,2.6
ASGA,249,2,WP,11.1
ASGA,249,3,WP,10
ASGA,249,5,WO,5.7
ASGA,249,6,WO,6.8
ASGA,249,7,WO,5.6
ASGA,250,1,WP,4.5
ASGA,250,2,WO,5.5
ASGA,250,3,WP,10.3
ASGA,250,5,WP,8.2
ASGA,250,8,WP,14
ASGA,250,9,WO,5.2
ASGA,250,10,WO,9.5
ASGA,251,1,WP,16.5
ASGA,251,2,WP,12.1
ASGA,251,3,WP,9
ASGA,251,4,WO,8.9
ASGA,252,1,WP,20.3
ASGA,252,2,WO,6.2
ASGA,252,3,WP,17.5
ASGA,253,1,WP,9.7
ASGA,253,2,WP,7
ASGA,253,4,WP,8.5
ASGA,253,5,WP,5.5
ASGA,253,7,WP,5.1
ASGA,253,8,WP,4.5
ASGA,254,1,RP,12.5
ASGA,254,2,WP,6
ASGA,254,3,WP,10
ASGA,254,5,WP,8.8
ASGA,254,6,WO,8.2
ASGA,254,7,WO,10.4
ASGA,255,1,WP,32
ASGA,255,2,WP,4.5
ASGA,255,3,WP,6
ASGA,255,4,WP,7.1
ASGA,255,5,WP,6.1
ASGA,256,1,WP,25.6
ASGA,256,2,WP,7.1
ASGA,256,3,WP,7.8
ASGA,256,4,WP,5
ASGA,256,5,WP,5.2
ASGA,256,6,WP,5
ASGA,256,7,WP,5.1
ASGA,256,8,WP,7.4
ASGA,256,9,WP,4.6
ASGA,256,10,WP,5.1
ASGA,256,11,WP,4.9
ASGA,256,12,WP,5
ASGA,256,13,WO,6.1
ASGA,256,14,WO,4.8
ASGA,256,15,WP,4.5
ASGA,256,16,WP,4.3
ASGA,256,17,WO,4.1
ASGA,257,1,WP,5.8
ASGA,257,2,WP,14
ASGA,257,4,WP,8.3
ASGA,257,5,WO,8.1
ASGA,257,6,WO,9.1
ASGA,257,7,WO,8.5
ASGA,257,8,WP,8.4
ASGA,257,9,WP,14
ASGA,258,1,WP,24
ASGA,258,2,WP,6.6
ASGA,258,3,WP,4.4
ASGA,258,4,WO,12.5
ASGA,258,5,WP,4.9
ASGA,258,6,BC,9.6
ASGA,258,7,WP,4.9
ASGA,258,8,WP,4.7
ASGA,258,9,WP,5.2
ASGA,258,10,WO,7.9
ASGA,258,11,WO,9.6
ASGA,258,12,WP,19.3
ASGA,258,13,WP,5.8
ASGA,259,1,WP,8.3
ASGA,259,2,WO,9.9
ASGA,259,5,WO,7.8
ASGA,260,1,WP,30.9
ASGA,260,3,WP,5.5
ASGA,260,4,WP,6.4
ASGA,260,5,WP,5
ASGA,260,6,WP,4.2
ASGA,260,7,WP,4.4
ASGA,260,8,WP,6.2
ASGA,260,9,WP,4.3
ASGA,260,10,WP,4.2
ASGA,260,11,WP,7.8
ASGA,260,12,WP,6.9
ASGA,261,1,WP,14.7
ASGA,261,2,WO,5.4
ASGA,261,3,WP,8.5
ASGA,261,4,WO,8.7
ASGA,262,1,WP,22.4
ASGA,262,2,WO,9.5
ASGA,262,3,WP,4.5
ASGA,262,4,WO,7.1
ASGA,262,6,WP,5.4
ASGA,262,7,WP,5.2
ASGA,262,8,WP,4
ASGA,262,9,WP,20.6
ASGA,263,1,WP,18.2
ASGA,263,2,AE,10.5
ASGA,263,3,WO,6
ASGA,264,1,WP,28.7
ASGA,264,2,WP,7.3
ASGA,264,3,WP,4.6
ASGA,264,4,WP,7
ASGA,264,5,WP,5.8
ASGA,264,6,WP,4.3
ASGA,264,7,WP,4.6
ASGA,264,8,WP,13.1
ASGA,264,9,WP,4.5
ASGA,264,10,WP,5.8
ASGA,264,11,WP,4.1
ASGA,264,12,WP,4
ASGA,264,13,WP,5.8
KF,265,1,WS,11.5
KF,265,2,WS,12.9
KF,265,3,WS,13.2
KF,265,4,WS,17.9
KF,265,5,WS,25.2
KF,265,7,WS,16.3
KF,265,8,WS,10.5
KF,265,9,WS,12
KF,265,10,WS,15.5
KF,265,12,WS,9.9
KF,265,13,WS,13.4
KF,265,15,WS,16.2
KF,266,1,WS,13.1
KF,266,2,WS,19.4
KF,266,3,WS,18.1
KF,266,5,WS,26
KF,266,6,WS,11.4
KF,266,8,WS,10
KF,266,10,WS,13.9
KF,266,11,WS,17.3
KF,266,12,WS,8.4
KF,266,13,WS,16.4
KF,266,14,WS,16.5
KF,266,15,WS,12.9
EL,267,1,WS,11.1
EL,268,1,WS,12.5
FBIC,269,1,WS,7.1
FBIC,269,2,BF,5.9
FBIC,269,4,WS,4.7
FBIC,270,1,WS,3.5
FBIC,270,3,BF,6.3
FBIC,271,1,WS,2.7
FBIC,271,2,BF,6.1
FBIC,271,3,BF,4.7
FBIC,271,6,BF,4.2
FBIC,271,7,SM,9.1
FBIC,271,8,BF,6
FBIC,271,9,SM,7.7
FBIC,271,10,BF,4.2
FBIC,271,12,BF,4.8
FBIC,271,13,BF,4.2
FBIC,271,14,SM,14.6
FBIC,271,15,SM,5.1
FBIC,271,16,SM,5.2
FBIC,271,17,SM,4.8
FBIC,272,1,WS,5.9
FBIC,272,2,SM,11.5
FBIC,272,3,BF,6.4
FBIC,272,4,WS,5.5
FBIC,272,5,BF,4.7
FBIC,272,6,BF,6.1
FBIC,272,11,SM,9.6
FBIC,273,1,WS,11.8
FBIC,273,3,WS,16.3
FBIC,273,4,SM,11.1
FBIC,274,1,WS,16
FBIC,274,2,WS,11.8
FBIC,274,4,BF,5
FBIC,274,5,BF,6.6
FBIC,275,1,WS,20.3
FBIC,275,2,WS,5.9
FBIC,275,3,BF,5
KF,276,1,YB,2.3
KF,276,2,YB,5.7
KF,276,3,YB,5.1
KF,276,4,YB,7.6
KF,276,5,YB,8.7
KF,276,6,YB,8.1
KF,276,7,YB,5
KF,276,8,YB,5.4
KF,276,9,YB,6.1
KF,276,10,YB,4.9
KF,276,11,YB,5.9
KF,276,12,YB,8
KF,276,13,YB,4.1
KF,276,14,YB,5.3
KF,276,15,YB,6.5
KF,276,16,YB,4.1
KF,276,17,YB,4.8
KF,276,18,YB,6.8
KF,276,19,YB,6.1
KF,276,20,YB,8.7
KF,276,21,YB,5.9
KF,276,22,YB,8.2
KF,276,23,YB,5.6
KF,276,24,YB,5.9
KF,276,25,YB,6.9
KF,276,26,YB,6.5
KF,276,27,YB,5.7
KF,276,28,YB,6.5
KF,276,29,YB,6.3
KF,277,1,YB,5.3
KF,277,2,YB,8.7
KF,277,3,YB,7.5
KF,277,4,YB,3.6
KF,277,5,YB,5
KF,277,6,YB,6
KF,277,7,YB,5
KF,277,8,YB,5.9
KF,277,9,YB,7.8
KF,277,10,YB,5.3
KF,277,11,YB,6.5
KF,277,12,YB,4.1
KF,277,13,YB,4.9
KF,277,14,YB,6.5
KF,277,15,YB,6
KF,277,16,YB,6
KF,277,17,YB,5.5
KF,277,18,YB,5.8
KF,277,19,YB,5.9
KF,277,20,YB,6.5
KF,277,21,YB,8.7
KF,277,22,YB,8.1
KF,277,23,YB,6.5
KF,277,24,YB,6.8
KF,277,25,YB,6.6
KF,277,26,YB,5.5
KF,277,27,YB,6.5
KF,277,28,YB,6.2
KF,277,29,YB,5.7
KF,277,30,YB,5
KF,277,31,YB,7.7
KF,278,1,YB,11.8
KF,278,2,YB,9.6
KF,278,5,YB,6.2
KF,278,6,YB,5.5
KF,278,7,YB,7.8
KF,278,8,YB,7
KF,278,9,YB,5.5
KF,278,10,YB,5.6
KF,278,11,YB,6.9
KF,278,12,YB,6
KF,278,13,YB,10.1
KF,278,14,YB,6.5
KF,279,1,YB,9.5
KF,279,2,YB,4.6
KF,279,3,YB,7.7
KF,279,4,YB,4.6
KF,279,5,YB,8
KF,279,6,YB,4.8
KF,279,7,YB,6.6
KF,279,8,YB,5.3
KF,279,9,YB,6.4
KF,279,11,YB,4.4
KF,279,13,YB,7.5
KF,279,14,YB,5.8
KF,279,15,YB,6.2
KF,279,16,YB,6.4
KF,279,17,YB,5.7
KF,279,18,YB,6.4
KF,279,20,YB,7.4
KF,279,21,YB,4.6
KF,279,23,WO,4.3
KF,279,24,YB,5.2
KF,279,25,YB,5.2
KF,279,26,YB,4.7
