project,scientific.name,spp,tree,tree.no,spp1,dbh.in,azimuth,dist.ft,ht.ft
Rural,Abies balsamea,BF,13,4,WA,6.4,71,14.8333333333333,
Rural,Abies balsamea,BF,13,5,RM,6.4,85,15.3333333333333,45.4
Rural,Abies balsamea,BF,13,6,WA,7.6,132,16.75,
Rural,Abies balsamea,BF,13,7,RM,5.3,165,15.6666666666667,
Rural,Abies balsamea,BF,13,8,RM,4.2,269,6.66666666666667,30.5
Rural,Abies balsamea,BF,13,9,RM,5.7,275,6.66666666666667,
Rural,Abies balsamea,BF,13,10,RM,7.2,336,17.6666666666667,
Rural,Abies balsamea,BF,14,1,BF,1.3,,,9
Rural,Abies balsamea,BF,14,2,BT,13,59,17,66.5
Rural,Abies balsamea,BF,14,3,BF,7.5,79,20.5,
Rural,Abies balsamea,BF,14,4,RM,4.2,104,15.75,
Rural,Abies balsamea,BF,14,5,WS,18,144,11,76.8
Rural,Abies balsamea,BF,14,6,BF,7.1,178,14.1666666666667,
Rural,Abies balsamea,BF,14,7,WA,8.3,183,19,
Rural,Abies balsamea,BF,14,8,BT,6.5,195,15,53.1
Rural,Abies balsamea,BF,15,1,BF,8.5,,,34.6
Rural,Abies balsamea,BF,16,1,BF,4.2,,,34.8
Rural,Abies balsamea,BF,16,2,RM,12.5,92,16.4,62.3
Rural,Abies balsamea,BF,16,3,BF,9.9,138,18.6,
Rural,Abies balsamea,BF,16,4,RM,6.3,148,23.9,
Rural,Abies balsamea,BF,16,5,SM,4.8,180,16,24.8
Rural,Abies balsamea,BF,16,6,BF,7.3,267,19,
Rural,Abies balsamea,BF,17,1,BF,6.8,,,28.7
Rural,Abies balsamea,BF,17,2,WS,5,92,12.7,15.9
Rural,Abies balsamea,BF,18,1,BF,2.2,,,17.7
Rural,Abies balsamea,BF,18,2,SP,3.6,67,10.6,24.6
Rural,Abies balsamea,BF,18,3,SP,5.8,77,20.5,
Rural,Abies balsamea,BF,18,4,PB,9.9,154,16.5,
Rural,Abies balsamea,BF,19,1,BF,3.3,,,19.8
Rural,Abies balsamea,BF,19,2,BF,9.3,64,21.9,60.5
Rural,Abies balsamea,BF,19,3,TA,5.8,239,13.8,
Rural,Abies balsamea,BF,19,4,PB,4.1,251,19.2,
Rural,Abies balsamea,BF,19,5,TA,12.4,257,22.5,64
Rural,Abies balsamea,BF,19,6,TA,8.7,239,20.3,
Rural,Abies balsamea,BF,23,1,BF,3.3,,,20.2
Rural,Abies balsamea,BF,23,2,BF,3.2,211,10.1,18.4
Rural,Abies balsamea,BF,24,1,BF,1.7,,,13.1
Rural,Abies balsamea,BF,24,2,BF,2,325,2,13.4
Rural,Abies balsamea,BF,25,1,BF,14,,,72.6
Rural,Abies balsamea,BF,25,2,BF,5.6,0,10.1,35.6
Rural,Abies balsamea,BF,25,3,RM,9,359,18,
Rural,Abies balsamea,BF,25,4,BF,9,2,19,
Rural,Abies balsamea,BF,25,5,BF,4.3,49,22.6,37.8
Rural,Abies balsamea,BF,25,6,WA,10.7,84,6.5,
Rural,Abies balsamea,BF,25,7,BF,4.6,92,8.4,
Rural,Abies balsamea,BF,25,8,BF,6.7,91,16.1,45.7
Rural,Abies balsamea,BF,25,9,PB,8.6,89,20,
Rural,Abies balsamea,BF,25,10,PB,5.7,102,20.4,
Rural,Abies balsamea,BF,25,11,BF,6.3,110,20.4,37.6
Rural,Abies balsamea,BF,25,12,PB,7.5,149,15.8,
Rural,Abies balsamea,BF,25,13,BF,12.4,181,11.4,
Rural,Abies balsamea,BF,25,14,BF,8.3,190,10.8,47
Rural,Abies balsamea,BF,25,15,BF,16,250,14.5,
Rural,Carya cordiformis,BH,1,1,BH,8,,,72.5
Rural,Carya cordiformis,BH,1,2,RE,6.8,9.5,16.5,57.6
Rural,Carya cordiformis,BH,1,3,WO,4.1,34.3,14.9,
Rural,Carya cordiformis,BH,1,4,BH,12.9,57.8,23.2,86.6
Rural,Carya cordiformis,BH,1,5,BH,9.5,154.1,24.6,76.7
Rural,Carya cordiformis,BH,1,6,HB,5,170.4,21.8,
Rural,Carya cordiformis,BH,1,7,BA,19,175.2,23,
Rural,Carya cordiformis,BH,1,8,BH,6.2,205.5,24.2,56.4
Rural,Carya cordiformis,BH,1,9,BH,6.4,213.8,22.5,
Rural,Carya cordiformis,BH,1,10,BA,9.5,292,16.3,
Rural,Carya cordiformis,BH,1,11,BH,12.5,323.3,19.6,110.2
Rural,Carya cordiformis,BH,2,1,BH,13,,,86.6
Rural,Carya cordiformis,BH,2,2,RE,6.8,293.4,19.6,51.2
Rural,Carya cordiformis,BH,2,3,BH,7.9,244,23.3,
Rural,Carya cordiformis,BH,2,4,WO,4.1,286.5,12.5,
Rural,Carya cordiformis,BH,3,1,BH,29.5,,,104.5
Rural,Carya cordiformis,BH,3,2,BA,6.9,357.3,11.7,42.8
Rural,Carya cordiformis,BH,3,3,AB,5.3,80.6,19,
Rural,Carya cordiformis,BH,3,4,BA,4.5,111.9,10.5,
Rural,Carya cordiformis,BH,3,5,SM,20.8,172,16.1,80.2
Rural,Carya cordiformis,BH,3,6,RE,5.6,212.7,14.8,
Rural,Carya cordiformis,BH,3,7,RM,4,224.3,10.1,
Rural,Carya cordiformis,BH,4,1,BH,19.5,,,91.4
Rural,Carya cordiformis,BH,4,2,RO,6.3,292,15.7,48.5
Rural,Carya cordiformis,BH,4,3,SM,4.5,110.1,19.5,
Rural,Carya cordiformis,BH,4,4,SM,5.4,136.5,20.4,
Rural,Carya cordiformis,BH,4,5,SM,7.4,155.6,15.2,56.4
Rural,Carya cordiformis,BH,4,6,SM,4.9,168.6,10.8,
Rural,Carya cordiformis,BH,4,7,SM,5,177.6,9.6,
Rural,Carya cordiformis,BH,5,1,BH,15.2,,,92.5
Rural,Carya cordiformis,BH,5,2,SM,4,7.7,23,37.6
Rural,Carya cordiformis,BH,5,3,SM,9.2,81.4,22.1,
Rural,Carya cordiformis,BH,5,4,BA,7.1,110.6,17.5,
Rural,Carya cordiformis,BH,5,5,BA,11.7,113.2,17.2,73.2
Rural,Carya cordiformis,BH,5,6,BH,5.2,166.6,18.2,
Rural,Carya cordiformis,BH,5,7,BH,16.8,329.1,1.6,94.4
Rural,Carya cordiformis,BH,5,8,IR,5.7,349.3,13.7,40
Rural,Carya cordiformis,BH,6,1,BH,17.1,,,94.4
Rural,Carya cordiformis,BH,6,2,SM,4,9,22.5,37.6
Rural,Carya cordiformis,BH,6,3,SM,9.2,85.8,23.9,
Rural,Carya cordiformis,BH,6,4,BA,7.1,116.4,22.8,
Rural,Carya cordiformis,BH,6,5,BA,11.7,117,19.6,73.2
Rural,Carya cordiformis,BH,6,6,BH,15.2,124,1.6,92.5
Rural,Carya cordiformis,BH,6,7,BH,5.2,157.4,20.3,
Rural,Carya cordiformis,BH,6,8,IR,5.7,349.7,11.8,40
Rural,Acer nigrum,BM,1,1,BM,26.4,,,104.7
Rural,Acer nigrum,BM,1,2,AB,10,0,6.6,54.8
Rural,Acer nigrum,BM,1,3,AB,10.3,4,19.1,
Rural,Acer nigrum,BM,1,4,SM,4.2,60,3.4,
Rural,Acer nigrum,BM,1,5,SM,26.2,130,21.4,83
Rural,Acer nigrum,BM,1,6,SM,4.8,134,10.6,
Rural,Acer nigrum,BM,2,1,BM,19.4,,,94.8
Rural,Acer nigrum,BM,3,1,BM,8.2,,,45.7
Rural,Acer nigrum,BM,3,2,BM,4.7,15.9,11,47.6
Rural,Acer nigrum,BM,3,3,BM,6.1,22.2,12.7,
Rural,Acer nigrum,BM,3,4,TH,6.2,25.2,17.5,
Rural,Acer nigrum,BM,3,5,BC,7.2,58.7,15.6,51.3
Rural,Acer nigrum,BM,3,6,AE,5.6,67,19.9,
Rural,Acer nigrum,BM,3,7,SM,8.2,118.5,4.4,
Rural,Acer nigrum,BM,3,8,SM,10.2,251.6,11.3,56.9
Rural,Acer nigrum,BM,3,9,SM,6.1,316.4,21.1,
Rural,Acer nigrum,BM,4,1,BM,1.6,,,22.5
Rural,Acer nigrum,BM,4,2,BM,4.3,29,22.5,45.1
Rural,Acer nigrum,BM,4,3,SM,7.7,37.4,22.7,
Rural,Acer nigrum,BM,4,4,BM,4.9,86.1,15,
Rural,Acer nigrum,BM,4,5,BM,5.9,92.4,16,45.7
Rural,Acer nigrum,BM,4,6,BC,20,118.2,16.3,81.7
Rural,Acer nigrum,BM,4,7,AE,5.3,165.2,16.8,
Rural,Acer nigrum,BM,4,8,SM,4,192.1,14.5,
Rural,Tilia americana,BW,1,1,BA,5.5,,,33.3
Rural,Tilia americana,BW,1,2,HB,4.1,0,6.9,
Rural,Tilia americana,BW,1,3,SF,5,192,14.7,
Rural,Tilia americana,BW,1,4,SF,4.6,240,16.2,
Rural,Tilia americana,BW,1,5,WA,19.8,251,19,97.6
Rural,Tilia americana,BW,1,6,SF,4.2,291,22.6,
Rural,Tilia americana,BW,2,1,BA,26.4,,,101.4
Rural,Tilia americana,BW,2,2,AB,8.8,358.1,7.8,46.7
Rural,Tilia americana,BW,2,3,SM,7,96.1,12.1,50.4
Rural,Tilia americana,BW,2,4,RO,4.8,250.9,11.9,
Rural,Tilia americana,BW,2,5,BA,4.9,258.2,2.3,
Rural,Tilia americana,BW,2,6,BA,21.8,353.5,9.7,103.1
Rural,Tilia americana,BW,3,1,BA,18.6,,,101.1
Rural,Tilia americana,BW,3,2,BA,11,354.3,16.7,74.4
Rural,Tilia americana,BW,3,3,SM,14.6,337,17.8,
Rural,Tilia americana,BW,3,4,SM,13.5,317.9,18.5,
Rural,Tilia americana,BW,3,5,RO,5.5,204.7,20,
Rural,Tilia americana,BW,3,6,SM,5.7,174.6,18.9,
Rural,Tilia americana,BW,3,7,SM,9.8,44.5,22.1,69.2
Rural,Tilia americana,BW,4,1,BA,10.9,,,74.4
Rural,Tilia americana,BW,4,2,SM,14.6,374.1,5.1,
Rural,Tilia americana,BW,4,3,IR,4,7.9,20.1,50.3
Rural,Tilia americana,BW,4,4,SM,13.5,260.6,10.6,
Rural,Tilia americana,BW,4,5,SM,9.8,86.9,18.1,71.6
Rural,Tilia americana,BW,4,6,RO,4,79.8,21.8,
Rural,Tilia americana,BW,4,7,BA,16.6,171.2,15.8,101.1
Rural,Tilia americana,BW,5,1,BA,11.6,,,73.2
Rural,Tilia americana,BW,5,2,SM,4.7,84.2,10.4,
Rural,Tilia americana,BW,5,3,AB,5.4,69.5,18.8,
Rural,Tilia americana,BW,5,4,SM,7.3,70.5,23.7,
Rural,Tilia americana,BW,5,5,SM,5.1,7.5,21.1,
Rural,Tilia americana,BW,5,6,BA,4.2,2.1,14,31.1
Rural,Tilia americana,BW,5,7,SM,10.3,323.5,8.4,
Rural,Tilia americana,BW,5,8,AB,9.4,206.5,6.9,
Rural,Tilia americana,BW,5,9,SM,11,226.3,18.4,
Rural,Tilia americana,BW,5,10,RO,7.8,270,19.8,
Rural,Tilia americana,BW,5,11,SM,16.5,270,22.5,85.8
Rural,Tilia americana,BW,5,12,SM,10.7,188.3,21,67.5
Rural,Tilia americana,BW,5,13,SM,6.5,165.4,23.2,
Rural,Tilia americana,BW,5,14,AB,10.5,91.7,23.3,63
Rural,Tilia americana,BW,6,1,BA,21.9,,,105.2
Rural,Tilia americana,BW,6,2,BA,18,87.3,2.9,
Rural,Tilia americana,BW,6,3,PH,17.4,102.2,15.8,94.8
Rural,Tilia americana,BW,6,4,SM,9.7,251.3,14.2,
Rural,Tilia americana,BW,6,5,BA,11,347.6,2.9,62.8
Rural,Tilia americana,BW,7,1,BA,24.2,,,85.8
Rural,Tilia americana,BW,7,2,BA,9.7,355.4,23.7,69.5
Rural,Tilia americana,BW,7,3,BA,12.6,359.8,22.6,
Rural,Tilia americana,BW,7,4,SM,6.6,37.6,23,
Rural,Tilia americana,BW,7,5,PH,8.3,88.3,7.8,
Rural,Tilia americana,BW,7,6,SM,7,172,17.5,38.1
Rural,Tilia americana,BW,7,7,BA,6.9,183.9,3.3,44.5
Rural,Tilia americana,BW,7,8,BA,8.9,205.7,12,
Rural,Tilia americana,BW,7,9,BA,9,240.6,23.7,
Rural,Tilia americana,BW,7,10,SM,5.2,246.3,21.4,
Rural,Tilia americana,BW,7,11,SH,17.8,306.4,21.4,79.8
Rural,Tilia americana,BW,7,12,SM,6.2,323,19.5,
Rural,Tilia americana,BW,8,1,BA,16,,,68.3
Rural,Tilia americana,BW,8,2,SM,11.4,320,9.1,56.3
Rural,Tilia americana,BW,8,3,SM,7.1,70.8,14.6,51.4
Rural,Tilia americana,BW,8,4,SM,4,72.6,13.6,
Rural,Tilia americana,BW,8,5,SH,8.4,148.6,21.1,
Rural,Tilia americana,BW,8,6,SH,16.8,135.2,23.2,
Rural,Tilia americana,BW,8,7,BA,8.5,182.6,11.7,
Rural,Tilia americana,BW,8,8,BA,12.5,187.4,21.1,69.2
Rural,Tilia americana,BW,9,1,BA,28.1,,,91.5
Rural,Tilia americana,BW,9,2,AB,4.7,0,15.6,36.8
Rural,Tilia americana,BW,9,3,SM,8.4,50,15.9,
Rural,Tilia americana,BW,9,4,SM,12.6,169,18.9,
Rural,Tilia americana,BW,9,5,IR,4.3,217,13.1,38.6
Rural,Tilia americana,BW,9,6,AB,10,299,14.4,
Rural,Tilia americana,BW,10,1,BA,19.6,,,87.2
Rural,Tilia americana,BW,10,2,SM,21.9,106.2,18,93.3
Rural,Tilia americana,BW,10,3,BA,10,145.9,20.4,
Rural,Tilia americana,BW,10,4,SM,7.4,177,4.7,
Rural,Tilia americana,BW,11,1,BA,14.5,,,75.6
Rural,Tilia americana,BW,11,2,WA,13.5,335.2,17.7,82.6
Rural,Tilia americana,BW,11,3,BA,6.3,97.1,20.1,
Rural,Tilia americana,BW,11,4,BA,16.7,194.2,5.6,
Rural,Tilia americana,BW,11,5,IR,5.1,221,22.2,41.8
Rural,Tilia americana,BW,11,6,AB,6.3,272.1,16.1,
Rural,Tilia americana,BW,11,7,BA,11.3,283,1.7,
Rural,Tilia americana,BW,12,1,BA,11.3,,,65.8
Rural,Tilia americana,BW,12,2,WA,13.5,339.9,16.6,82.6
Rural,Tilia americana,BW,12,3,BA,6.3,100,21.7,
Rural,Tilia americana,BW,12,4,BA,14.5,106.5,1.8,75.6
Rural,Tilia americana,BW,12,5,BA,16.7,181,6.2,
Rural,Tilia americana,BW,12,6,IR,5.1,217.2,21.5,41.8
Rural,Tilia americana,BW,12,7,AB,6.3,272.4,13.7,
Rural,Tilia americana,BW,13,1,BA,8.9,,,42.5
Rural,Tilia americana,BW,13,2,PH,5.8,19.5,4.7,44.9
Rural,Tilia americana,BW,13,3,BA,15.1,81.8,17.5,72.1
Rural,Tilia americana,BW,13,4,SM,5.4,91.5,13,
Rural,Tilia americana,BW,13,5,BA,4.5,111.4,23.9,30
Rural,Tilia americana,BW,13,6,BA,6.6,120.8,17.8,
Rural,Tilia americana,BW,13,7,SM,4.2,120.8,8.8,
Rural,Tilia americana,BW,13,8,BA,9.5,124.3,16.9,31.4
Rural,Tilia americana,BW,13,9,BA,6.8,151.7,1.1,48.4
Rural,Tilia americana,BW,13,10,PH,4.5,179,10.1,
Rural,Tilia americana,BW,13,11,BA,3.6,251,3,19.5
Rural,Tilia americana,BW,13,12,BA,2.6,264,0.7,
Rural,Tilia americana,BW,13,13,BA,10.8,285.7,17.4,57
Rural,Tilia americana,BW,13,14,BA,11.5,286.6,17.2,64.2
Rural,Tilia americana,BW,13,15,IR,4.4,319.8,16.2,
Rural,Tilia americana,BW,13,16,SM,11.5,329.4,16.9,
Rural,Tilia americana,BW,14,1,BA,3.6,,,19.5
Rural,Tilia americana,BW,14,2,SM,11.5,346.7,17.8,
Rural,Tilia americana,BW,14,3,PH,5.8,33.2,6.8,44.9
Rural,Tilia americana,BW,14,4,BA,8.8,69.1,2.6,42.5
Rural,Tilia americana,BW,14,5,BA,15.1,68.3,19.9,72.1
Rural,Tilia americana,BW,14,6,SM,5.4,72.9,15.4,
Rural,Tilia americana,BW,14,7,BA,6.8,79,2.5,48.4
Rural,Tilia americana,BW,14,8,SM,4.2,93,10.5,
Rural,Tilia americana,BW,14,9,BA,6.6,102,19.3,
Rural,Tilia americana,BW,14,10,BA,9.5,103.6,18.1,31.4
Rural,Tilia americana,BW,14,11,PH,4.5,156.8,9.1,
Rural,Tilia americana,BW,14,12,BA,10.8,303.8,15.7,57
Rural,Tilia americana,BW,14,13,BA,11.5,308.9,16,64.2
Rural,Tilia americana,BW,14,14,IR,4.4,343.2,16.6,
Rural,Tilia americana,BW,15,1,BA,2.6,,,16.6
Rural,Tilia americana,BW,15,2,SM,11.5,342.5,16.7,
Rural,Tilia americana,BW,15,3,PH,5.8,23.1,5.2,44.9
Rural,Tilia americana,BW,15,4,BA,15.1,71,18.2,72.1
Rural,Tilia americana,BW,15,5,SM,5.4,76.8,13.9,
Rural,Tilia americana,BW,15,6,BA,8.8,78,0.3,42.5
Rural,Tilia americana,BW,15,7,SM,4.2,101.2,9.2,
Rural,Tilia americana,BW,15,8,BA,6.6,104.4,17.9,
Rural,Tilia americana,BW,15,9,BA,9.5,109.8,17.6,31.4
Rural,Tilia americana,BW,15,10,BA,6.8,136.6,1.2,48.4
Rural,Tilia americana,BW,15,11,PH,4.5,166,10.2,
Rural,Tilia americana,BW,15,12,BA,3.6,228.9,2,19.5
Rural,Tilia americana,BW,15,13,BA,10.8,296.7,16.5,57
Rural,Tilia americana,BW,15,14,BA,11.5,301.2,16.7,64.2
Rural,Tilia americana,BW,15,15,IR,4.4,336.1,16.1,
Rural,Populus deltoides,CW,1,1,CW,40.9,,,97.6
Rural,Populus deltoides,CW,1,2,WF,12.5,36.4,22.4,53.3
Rural,Populus deltoides,CW,1,3,WF,7.5,37.9,21.5,
Rural,Populus deltoides,CW,1,4,WF,5,39.9,22.6,
Rural,Populus deltoides,CW,1,5,WF,11.7,44,18.5,59.2
Rural,Populus deltoides,CW,1,6,WF,5.8,58,14.2,
Rural,Populus deltoides,CW,1,7,BO,13.5,68.8,24,
Rural,Populus deltoides,CW,1,8,WF,7.9,78.6,23.4,34
Rural,Populus deltoides,CW,1,9,WF,6,89.8,17.7,
Rural,Populus deltoides,CW,1,10,WF,4.4,101.4,22.8,
Rural,Populus deltoides,CW,1,11,BO,10,110.7,12.3,47.6
Rural,Populus deltoides,CW,1,12,WF,4,115.1,14.1,
Rural,Populus deltoides,CW,1,13,WF,7.6,144.9,19.1,
Rural,Populus deltoides,CW,1,14,WF,4.4,152.4,23.3,36.9
Rural,Populus deltoides,CW,1,15,WF,10.4,161.3,18.7,
Rural,Populus deltoides,CW,1,16,WF,5.6,176,22.6,
Rural,Populus deltoides,CW,1,17,WF,6.8,201,21.5,33.8
Rural,Populus deltoides,CW,2,1,CW,11.5,,,65.3
Rural,Populus deltoides,CW,2,2,CW,6,290.9,20.8,48.4
Rural,Populus deltoides,CW,3,1,CW,19.1,,,92.2
Rural,Populus deltoides,CW,3,2,CW,14.1,80,12.8,81.4
Rural,Populus deltoides,CW,4,1,CW,14,,,81.4
Rural,Populus deltoides,CW,4,2,CW,19,260,12.3,92.2
Rural,Populus deltoides,CW,5,1,CW,18.6,,,71.2
Rural,Populus deltoides,CW,5,2,CW,12.7,159,19,56.1
Rural,Populus deltoides,CW,5,3,CW,12,161.5,17.3,
Rural,Populus deltoides,CW,5,4,CW,19,164.4,5.5,
Rural,Populus deltoides,CW,5,5,CW,6.5,270.4,12.2,16
Rural,Populus deltoides,CW,5,6,BC,5.5,286.5,18.3,
Rural,Populus deltoides,CW,5,7,VM,5.4,299.2,14.8,
Rural,Populus deltoides,CW,5,8,CW,24.9,320.8,12.1,79.2
Rural,Populus deltoides,CW,5,9,CW,18.9,326.3,3.7,
Rural,Populus deltoides,CW,5,10,BC,8.4,285.2,10,
Rural,Populus deltoides,CW,6,1,CW,24.7,,,79
Rural,Populus deltoides,CW,6,2,CW,19,157,17.3,59.7
Rural,Populus deltoides,CW,6,3,CW,18.6,156.8,12.1,
Rural,Populus deltoides,CW,6,4,CW,6.5,152.8,7.7,
Rural,Populus deltoides,CW,6,5,BC,6.5,105.7,8.8,52.8
Rural,Populus deltoides,CW,6,6,CW,5.5,242.2,10.1,43.1
Rural,Populus deltoides,CW,6,7,MZ,5.4,260.9,8.1,
TRC Cottonwood,Populus deltoides,CW,7,1,CW,9.1,,,66.2
TRC Cottonwood,Populus deltoides,CW,7,2,CW,20,308.6,21.9,87
TRC Cottonwood,Populus deltoides,CW,7,3,CW,7.9,49.2,15.4,
TRC Cottonwood,Populus deltoides,CW,7,4,CW,13.1,109.6,14.4,
TRC Cottonwood,Populus deltoides,CW,7,5,CW,6,228.6,22.7,40.3
TRC Cottonwood,Populus deltoides,CW,7,6,CW,13.2,246.2,22.1,
TRC Cottonwood,Populus deltoides,CW,7,7,CW,5.2,252.4,22.7,
TRC Cottonwood,Populus deltoides,CW,7,8,CW,8,263,11.9,63.5
TRC Cottonwood,Populus deltoides,CW,8,1,CW,6,,,46.4
TRC Cottonwood,Populus deltoides,CW,8,2,CW,8,14.4,14.9,63.1
TRC Cottonwood,Populus deltoides,CW,8,3,CW,9.1,46,22.4,
TRC Cottonwood,Populus deltoides,CW,8,4,CW,17.1,257.7,18.2,
TRC Cottonwood,Populus deltoides,CW,8,5,CW,5.2,322.4,10.6,27.4
TRC Cottonwood,Populus deltoides,CW,8,6,CW,13.1,322.4,8.3,81.1
TRC Cottonwood,Populus deltoides,CW,9,1,CW,2.5,,,16.2
TRC Cottonwood,Populus deltoides,CW,9,2,CW,7.8,317.5,10.5,64.2
TRC Cottonwood,Populus deltoides,CW,9,3,CW,13.8,76.1,24.4,
TRC Cottonwood,Populus deltoides,CW,9,4,CW,12.9,115.4,20.1,
TRC Cottonwood,Populus deltoides,CW,9,5,CW,11.8,134.3,21,68.8
TRC Cottonwood,Populus deltoides,CW,9,6,CW,16,172,21.5,
TRC Cottonwood,Populus deltoides,CW,9,7,CW,13.3,230.1,5.5,
TRC Cottonwood,Populus deltoides,CW,9,8,CW,9.1,264.9,18.1,63.2
TRC Cottonwood,Populus deltoides,CW,10,1,CW,8,,,62.5
TRC Cottonwood,Populus deltoides,CW,10,2,CW,20,338.9,18.1,87
TRC Cottonwood,Populus deltoides,CW,10,3,CW,9.1,84.5,11.7,
TRC Cottonwood,Populus deltoides,CW,10,4,CW,5.9,203.8,15,
TRC Cottonwood,Populus deltoides,CW,10,5,CW,13.2,227.4,11,84.7
TRC Cottonwood,Populus deltoides,CW,10,6,CW,5.2,240.9,11,
TRC Cottonwood,Populus deltoides,CW,11,1,CW,6.4,,,46.5
TRC Cottonwood,Populus deltoides,CW,11,2,CW,11,285.8,19.3,78.1
TRC Cottonwood,Populus deltoides,CW,11,3,CW,7.7,252.4,21.1,
Rural,Larix laricina,EL,1,1,EL,4,,,28.3
Rural,Larix laricina,EL,1,2,EL,6.4,334.6,14.6,41.1
Rural,Larix laricina,EL,1,3,EL,4.5,87.5,24.4,
Rural,Larix laricina,EL,1,4,EL,4.5,187.8,23,
Rural,Larix laricina,EL,1,5,EL,5.4,271.9,20.7,30.5
Rural,Larix laricina,EL,2,1,EL,8,,,33.7
Rural,Larix laricina,EL,2,2,EL,4.4,7,19.1,29.4
Rural,Larix laricina,EL,2,3,EL,4.3,65.9,20.3,
Rural,Larix laricina,EL,2,4,EL,5.8,127.5,21.5,
Rural,Larix laricina,EL,2,5,EL,5.5,146.4,21.3,26.4
Rural,Larix laricina,EL,2,6,EL,4.5,155.2,24.8,
Rural,Larix laricina,EL,2,7,EL,4.3,181.1,18.4,
Rural,Larix laricina,EL,2,8,EL,4.2,208.3,22.4,27.2
Rural,Larix laricina,EL,3,1,EL,9.1,,,51.1
Rural,Larix laricina,EL,3,2,EL,11.9,1.1,17.1,50.2
Rural,Larix laricina,EL,3,3,EL,6.5,77.6,23.2,
Rural,Larix laricina,EL,3,4,EL,5.4,101.5,23,
Rural,Larix laricina,EL,3,5,EL,10.2,158.2,12.4,47.1
Rural,Larix laricina,EL,3,6,EL,7.1,218.3,9.8,
Rural,Larix laricina,EL,3,7,EL,7.6,267.7,25.9,
Rural,Larix laricina,EL,3,8,EL,5.7,283.3,17.7,39.2
Rural,Larix laricina,EL,3,9,EL,5.4,299,24.2,
Rural,Larix laricina,EL,4,1,EL,2.1,,,16.1
Rural,Larix laricina,EL,4,2,EL,6.3,19.2,13.3,40.9
Rural,Larix laricina,EL,4,3,EL,4.6,157.9,23,
Rural,Larix laricina,EL,4,4,EL,7.6,193.6,23.7,
Rural,Larix laricina,EL,4,5,EL,6.9,208.3,23.7,
Rural,Larix laricina,EL,4,6,EL,5.5,289.6,11.9,29.2
Rural,Larix laricina,EL,5,1,EL,11.1,,,43.9
Rural,Larix laricina,EL,5,2,TA,5.5,31,19.5,31.7
Rural,Larix laricina,EL,5,3,EL,4.4,116.6,12.8,
Rural,Larix laricina,EL,5,4,EL,6.4,162.4,14.2,
Rural,Larix laricina,EL,5,5,EL,5.1,176.3,23.8,28.8
Rural,Larix laricina,EL,5,6,EL,11.9,271.2,22.6,
Rural,Larix laricina,EL,6,1,EL,5.3,,,42.3
Rural,Larix laricina,EL,6,2,EL,11.1,67.6,23.3,50.4
Rural,Larix laricina,EL,6,3,EL,7,131,22,
Rural,Larix laricina,EL,6,4,EL,5.8,137.9,7.9,
Rural,Larix laricina,EL,6,5,EL,6.8,188.3,11.3,36.4
Urban,Quercus robur,EO,1,1,EO,26.3,,,41.8
Urban,Quercus robur,EO,1,2,NS,4.6,156.8,52.8,16.6
Urban,Quercus robur,EO,2,1,EO,24.4,,,41.7
Urban,Quercus robur,EO,2,2,EO,26.3,95.1,77,41.8
Rural,Celtis occidentalis,HB,1,1,HB,5.1,,,44.7
Rural,Celtis occidentalis,HB,1,2,BA,10.5,324.9,15.1,61.1
Rural,Celtis occidentalis,HB,1,3,HB,15.7,30.2,24.1,105.9
Rural,Celtis occidentalis,HB,1,4,HB,6.2,46.1,24,
Rural,Celtis occidentalis,HB,1,5,BA,7.1,85,22.1,49.5
Rural,Celtis occidentalis,HB,1,6,BA,14,166,20.4,
Rural,Celtis occidentalis,HB,1,7,BA,10.8,201.9,19,
Rural,Celtis occidentalis,HB,1,8,BA,9.5,246.2,21,75.2
Rural,Celtis occidentalis,HB,1,9,SE,5.9,240.6,25,
Rural,Celtis occidentalis,HB,1,10,SE,5.2,314.3,18.2,
Rural,Celtis occidentalis,HB,2,1,HB,15.7,,,105.9
Rural,Celtis occidentalis,HB,2,2,HB,21.8,350.9,17,83.6
Rural,Celtis occidentalis,HB,2,3,HB,4.8,24.5,17,
Rural,Celtis occidentalis,HB,2,4,HB,9.9,50.5,20.3,
Rural,Celtis occidentalis,HB,2,5,BH,5.3,55.1,24.1,
Rural,Celtis occidentalis,HB,2,6,HB,6.1,88.6,21.1,47
Rural,Celtis occidentalis,HB,2,7,BA,15.1,90.2,17.7,
Rural,Celtis occidentalis,HB,2,8,BA,16.2,97.2,13.3,
Rural,Celtis occidentalis,HB,2,9,HB,8,99.6,17.2,45.2
Rural,Celtis occidentalis,HB,2,10,HB,6.4,113.1,8.9,
Rural,Celtis occidentalis,HB,2,11,HB,5.2,204.5,24.6,
Rural,Celtis occidentalis,HB,2,12,BA,9.6,245.6,24.3,63.9
Rural,Celtis occidentalis,HB,2,13,HB,4,348.2,16.3,
Rural,Celtis occidentalis,HB,3,1,HB,21.4,,,97.9
Rural,Celtis occidentalis,HB,3,2,BA,8.1,3.6,22.9,34.2
Rural,Celtis occidentalis,HB,3,3,BA,15.4,3.7,24.3,
Rural,Celtis occidentalis,HB,3,4,HB,4.8,86.5,11.8,
Rural,Celtis occidentalis,HB,3,5,HB,10,92.8,21.6,80.2
Rural,Celtis occidentalis,HB,3,6,HB,6.2,138.5,24.9,
